year_month,month_of_release,passenger_type,direction,sex,age,estimate
2017-10,2020-09,Long-term migrant,Arrivals,Female,5-9 years,309
2017-10,2020-09,Long-term migrant,Arrivals,Male,5-9 years,290
2017-10,2020-09,Long-term migrant,Arrivals,Female,50-54 years,181
2017-10,2020-09,Long-term migrant,Arrivals,Male,50-54 years,197
2017-10,2020-09,Long-term migrant,Arrivals,Female,55-59 years,160
2017-10,2020-09,Long-term migrant,Arrivals,Male,55-59 years,149
2017-10,2020-09,Long-term migrant,Arrivals,Female,60-64 years,145
2017-10,2020-09,Long-term migrant,Arrivals,Male,60-64 years,158
2017-10,2020-09,Long-term migrant,Arrivals,Female,65-69 years,91
2017-10,2020-09,Long-term migrant,Arrivals,Male,65-69 years,105
2017-10,2020-09,Long-term migrant,Arrivals,Female,70-74 years,48
2017-10,2020-09,Long-term migrant,Arrivals,Male,70-74 years,45
2017-10,2020-09,Long-term migrant,Arrivals,Female,75-79 years,25
2017-10,2020-09,Long-term migrant,Arrivals,Male,75-79 years,26
2017-10,2020-09,Long-term migrant,Arrivals,Female,80-84 years,12
2017-10,2020-09,Long-term migrant,Arrivals,Male,80-84 years,11
2017-10,2020-09,Long-term migrant,Arrivals,Female,85-89 years,13
2017-10,2020-09,Long-term migrant,Arrivals,Male,85-89 years,7
2017-10,2020-09,Long-term migrant,Arrivals,Female,90+ years,3
2017-10,2020-09,Long-term migrant,Arrivals,Male,90+ years,2
2017-10,2020-09,Long-term migrant,Departures,Female,0-4 years,227
2017-10,2020-09,Long-term migrant,Departures,Male,0-4 years,205
2017-10,2020-09,Long-term migrant,Departures,Female,10-14 years,101
2017-10,2020-09,Long-term migrant,Departures,Male,10-14 years,124
2017-10,2020-09,Long-term migrant,Departures,Female,15-19 years,155
2017-10,2020-09,Long-term migrant,Departures,Male,15-19 years,154
2017-10,2020-09,Long-term migrant,Departures,Female,20-24 years,516
2017-10,2020-09,Long-term migrant,Departures,Male,20-24 years,590
2017-10,2020-09,Long-term migrant,Departures,Female,25-29 years,597
2017-10,2020-09,Long-term migrant,Departures,Male,25-29 years,771
2017-10,2020-09,Long-term migrant,Departures,Female,30-34 years,383
2017-10,2020-09,Long-term migrant,Departures,Male,30-34 years,415
2017-10,2020-09,Long-term migrant,Departures,Female,35-39 years,206
2017-10,2020-09,Long-term migrant,Departures,Male,35-39 years,234
2017-10,2020-09,Long-term migrant,Departures,Female,40-44 years,138
2017-10,2020-09,Long-term migrant,Departures,Male,40-44 years,169
2017-10,2020-09,Long-term migrant,Departures,Female,45-49 years,144
2017-10,2020-09,Long-term migrant,Departures,Male,45-49 years,155
2017-10,2020-09,Long-term migrant,Departures,Female,5-9 years,119
2017-10,2020-09,Long-term migrant,Departures,Male,5-9 years,152
2017-10,2020-09,Long-term migrant,Departures,Female,50-54 years,106
2017-10,2020-09,Long-term migrant,Departures,Male,50-54 years,125
2017-10,2020-09,Long-term migrant,Departures,Female,55-59 years,81
2017-10,2020-09,Long-term migrant,Departures,Male,55-59 years,93
2017-10,2020-09,Long-term migrant,Departures,Female,60-64 years,60
2017-10,2020-09,Long-term migrant,Departures,Male,60-64 years,60
2017-10,2020-09,Long-term migrant,Departures,Female,65-69 years,41
2017-10,2020-09,Long-term migrant,Departures,Male,65-69 years,44
2017-10,2020-09,Long-term migrant,Departures,Female,70-74 years,26
2017-10,2020-09,Long-term migrant,Departures,Male,70-74 years,24
2017-10,2020-09,Long-term migrant,Departures,Female,75-79 years,15
2017-10,2020-09,Long-term migrant,Departures,Male,75-79 years,15
2017-10,2020-09,Long-term migrant,Departures,Female,80-84 years,10
2017-10,2020-09,Long-term migrant,Departures,Male,80-84 years,13
2017-10,2020-09,Long-term migrant,Departures,Female,85-89 years,4
2017-10,2020-09,Long-term migrant,Departures,Male,85-89 years,2
2017-10,2020-09,Long-term migrant,Departures,Female,90+ years,4
2017-10,2020-09,Long-term migrant,Departures,Male,90+ years,1
2017-10,2020-09,Long-term migrant,Net,Female,0-4 years,200
2017-10,2020-09,Long-term migrant,Net,Male,0-4 years,203
2017-10,2020-09,Long-term migrant,Net,Female,10-14 years,113
2017-10,2020-09,Long-term migrant,Net,Male,10-14 years,83
2017-10,2020-09,Long-term migrant,Net,Female,15-19 years,142
2017-10,2020-09,Long-term migrant,Net,Male,15-19 years,221
2017-10,2020-09,Long-term migrant,Net,Female,20-24 years,260
2017-10,2020-09,Long-term migrant,Net,Male,20-24 years,184
2017-10,2020-09,Long-term migrant,Net,Female,25-29 years,694
2017-10,2020-09,Long-term migrant,Net,Male,25-29 years,422
2017-10,2020-09,Long-term migrant,Net,Female,30-34 years,382
2017-10,2020-09,Long-term migrant,Net,Male,30-34 years,398
2017-10,2020-09,Long-term migrant,Net,Female,35-39 years,272
2017-10,2020-09,Long-term migrant,Net,Male,35-39 years,331
2017-10,2020-09,Long-term migrant,Net,Female,40-44 years,126
2017-10,2020-09,Long-term migrant,Net,Male,40-44 years,261
2017-10,2020-09,Long-term migrant,Net,Female,45-49 years,65
2017-10,2020-09,Long-term migrant,Net,Male,45-49 years,171
2017-10,2020-09,Long-term migrant,Net,Female,5-9 years,190
2017-10,2020-09,Long-term migrant,Net,Male,5-9 years,138
2017-10,2020-09,Long-term migrant,Net,Female,50-54 years,75
2017-10,2020-09,Long-term migrant,Net,Male,50-54 years,72
2017-10,2020-09,Long-term migrant,Net,Female,55-59 years,79
2017-10,2020-09,Long-term migrant,Net,Male,55-59 years,56
2017-10,2020-09,Long-term migrant,Net,Female,60-64 years,85
2017-10,2020-09,Long-term migrant,Net,Male,60-64 years,98
2017-10,2020-09,Long-term migrant,Net,Female,65-69 years,50
2017-10,2020-09,Long-term migrant,Net,Male,65-69 years,61
2017-10,2020-09,Long-term migrant,Net,Female,70-74 years,22
2017-10,2020-09,Long-term migrant,Net,Male,70-74 years,21
2017-10,2020-09,Long-term migrant,Net,Female,75-79 years,10
2017-10,2020-09,Long-term migrant,Net,Male,75-79 years,11
2017-10,2020-09,Long-term migrant,Net,Female,80-84 years,2
2017-10,2020-09,Long-term migrant,Net,Male,80-84 years,-2
2017-10,2020-09,Long-term migrant,Net,Female,85-89 years,9
2017-10,2020-09,Long-term migrant,Net,Male,85-89 years,5
2017-10,2020-09,Long-term migrant,Net,Female,90+ years,-1
2017-10,2020-09,Long-term migrant,Net,Male,90+ years,1
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,835
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,421
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,672
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1550
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2484
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1578
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,1043
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,694
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,535
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,599
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,378
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,309
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,303
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,196
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,93
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,51
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,23
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,20
2017-10,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,432
2017-10,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,225
2017-10,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,309
2017-10,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1106
2017-10,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1368
2017-10,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,798
2017-10,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,440
2017-10,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,307
2017-10,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,299
2017-10,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,271
2017-10,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,231
2017-10,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,174
2017-10,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,120
2017-10,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,85
2017-10,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,50
2017-10,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,30
2017-10,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,23
2017-10,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,6
2017-10,2020-09,Long-term migrant,Net,TOTAL,0-4 years,403
2017-10,2020-09,Long-term migrant,Net,TOTAL,10-14 years,196
2017-10,2020-09,Long-term migrant,Net,TOTAL,15-19 years,363
2017-10,2020-09,Long-term migrant,Net,TOTAL,20-24 years,444
2017-10,2020-09,Long-term migrant,Net,TOTAL,25-29 years,1116
2017-10,2020-09,Long-term migrant,Net,TOTAL,30-34 years,780
2017-10,2020-09,Long-term migrant,Net,TOTAL,35-39 years,603
2017-10,2020-09,Long-term migrant,Net,TOTAL,40-44 years,387
2017-10,2020-09,Long-term migrant,Net,TOTAL,45-49 years,236
2017-10,2020-09,Long-term migrant,Net,TOTAL,5-9 years,328
2017-10,2020-09,Long-term migrant,Net,TOTAL,50-54 years,147
2017-10,2020-09,Long-term migrant,Net,TOTAL,55-59 years,135
2017-10,2020-09,Long-term migrant,Net,TOTAL,60-64 years,183
2017-10,2020-09,Long-term migrant,Net,TOTAL,65-69 years,111
2017-10,2020-09,Long-term migrant,Net,TOTAL,70-74 years,43
2017-10,2020-09,Long-term migrant,Net,TOTAL,75-79 years,21
2017-10,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0
2017-10,2020-09,Long-term migrant,Net,TOTAL,85-89 years,14
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,5
2017-10,2020-09,Long-term migrant,Departures,TOTAL,90+ years,5
2017-10,2020-09,Long-term migrant,Net,TOTAL,90+ years,0
2017-10,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5708
2017-10,2020-09,Long-term migrant,Arrivals,Male,TOTAL,6081
2017-10,2020-09,Long-term migrant,Departures,Female,TOTAL,2933
2017-10,2020-09,Long-term migrant,Departures,Male,TOTAL,3346
2017-10,2020-09,Long-term migrant,Net,Female,TOTAL,2775
2017-10,2020-09,Long-term migrant,Net,Male,TOTAL,2735
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11789
2017-10,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6279
2017-10,2020-09,Long-term migrant,Net,TOTAL,TOTAL,5510
2017-11,2020-09,Long-term migrant,Arrivals,Female,0-4 years,365
2017-11,2020-09,Long-term migrant,Arrivals,Male,0-4 years,390
2017-11,2020-09,Long-term migrant,Arrivals,Female,10-14 years,189
2017-11,2020-09,Long-term migrant,Arrivals,Male,10-14 years,192
2017-11,2020-09,Long-term migrant,Arrivals,Female,15-19 years,257
2017-11,2020-09,Long-term migrant,Arrivals,Male,15-19 years,325
2017-11,2020-09,Long-term migrant,Arrivals,Female,20-24 years,785
2017-11,2020-09,Long-term migrant,Arrivals,Male,20-24 years,883
2017-11,2020-09,Long-term migrant,Arrivals,Female,25-29 years,1277
2017-11,2020-09,Long-term migrant,Arrivals,Male,25-29 years,1249
2017-11,2020-09,Long-term migrant,Arrivals,Female,30-34 years,791
2017-11,2020-09,Long-term migrant,Arrivals,Male,30-34 years,904
2017-11,2020-09,Long-term migrant,Arrivals,Female,35-39 years,461
2017-11,2020-09,Long-term migrant,Arrivals,Male,35-39 years,565
2017-11,2020-09,Long-term migrant,Arrivals,Female,40-44 years,264
2017-11,2020-09,Long-term migrant,Arrivals,Male,40-44 years,406
2017-11,2020-09,Long-term migrant,Arrivals,Female,45-49 years,195
2017-11,2020-09,Long-term migrant,Arrivals,Male,45-49 years,272
2017-11,2020-09,Long-term migrant,Arrivals,Female,5-9 years,253
2017-11,2020-09,Long-term migrant,Arrivals,Male,5-9 years,297
2017-11,2020-09,Long-term migrant,Arrivals,Female,50-54 years,159
2017-11,2020-09,Long-term migrant,Arrivals,Male,50-54 years,182
2017-11,2020-09,Long-term migrant,Arrivals,Female,55-59 years,166
2017-11,2020-09,Long-term migrant,Arrivals,Male,55-59 years,152
2017-11,2020-09,Long-term migrant,Arrivals,Female,60-64 years,178
2017-11,2020-09,Long-term migrant,Arrivals,Male,60-64 years,180
2017-11,2020-09,Long-term migrant,Arrivals,Female,65-69 years,104
2017-11,2020-09,Long-term migrant,Arrivals,Male,65-69 years,115
2017-11,2020-09,Long-term migrant,Arrivals,Female,70-74 years,50
2017-11,2020-09,Long-term migrant,Arrivals,Male,70-74 years,54
2017-11,2020-09,Long-term migrant,Arrivals,Female,75-79 years,31
2017-11,2020-09,Long-term migrant,Arrivals,Male,75-79 years,26
2017-11,2020-09,Long-term migrant,Arrivals,Female,80-84 years,19
2017-11,2020-09,Long-term migrant,Arrivals,Male,80-84 years,14
2017-11,2020-09,Long-term migrant,Arrivals,Female,85-89 years,10
2017-11,2020-09,Long-term migrant,Arrivals,Male,85-89 years,7
2017-11,2020-09,Long-term migrant,Arrivals,Female,90+ years,3
2017-11,2020-09,Long-term migrant,Arrivals,Male,90+ years,5
2017-11,2020-09,Long-term migrant,Departures,Female,0-4 years,225
2017-11,2020-09,Long-term migrant,Departures,Male,0-4 years,227
2017-11,2020-09,Long-term migrant,Departures,Female,10-14 years,94
2017-11,2020-09,Long-term migrant,Departures,Male,10-14 years,72
2017-11,2020-09,Long-term migrant,Departures,Female,15-19 years,344
2017-11,2020-09,Long-term migrant,Departures,Male,15-19 years,368
2017-11,2020-09,Long-term migrant,Departures,Female,20-24 years,684
2017-11,2020-09,Long-term migrant,Departures,Male,20-24 years,799
2017-11,2020-09,Long-term migrant,Departures,Female,25-29 years,659
2017-11,2020-09,Long-term migrant,Departures,Male,25-29 years,836
2017-11,2020-09,Long-term migrant,Departures,Female,30-34 years,372
2017-11,2020-09,Long-term migrant,Departures,Male,30-34 years,444
2017-11,2020-09,Long-term migrant,Departures,Female,35-39 years,176
2017-11,2020-09,Long-term migrant,Departures,Male,35-39 years,248
2017-11,2020-09,Long-term migrant,Departures,Female,40-44 years,171
2017-11,2020-09,Long-term migrant,Departures,Male,40-44 years,158
2017-11,2020-09,Long-term migrant,Departures,Female,45-49 years,136
2017-11,2020-09,Long-term migrant,Departures,Male,45-49 years,126
2017-11,2020-09,Long-term migrant,Departures,Female,5-9 years,132
2017-11,2020-09,Long-term migrant,Departures,Male,5-9 years,121
2017-11,2020-09,Long-term migrant,Departures,Female,50-54 years,109
2017-11,2020-09,Long-term migrant,Departures,Male,50-54 years,138
2017-11,2020-09,Long-term migrant,Departures,Female,55-59 years,109
2017-11,2020-09,Long-term migrant,Departures,Male,55-59 years,99
2017-11,2020-09,Long-term migrant,Departures,Female,60-64 years,72
2017-11,2020-09,Long-term migrant,Departures,Male,60-64 years,70
2017-11,2020-09,Long-term migrant,Departures,Female,65-69 years,69
2017-11,2020-09,Long-term migrant,Departures,Male,65-69 years,50
2017-11,2020-09,Long-term migrant,Departures,Female,70-74 years,31
2017-11,2020-09,Long-term migrant,Departures,Male,70-74 years,25
2017-11,2020-09,Long-term migrant,Departures,Female,75-79 years,21
2017-11,2020-09,Long-term migrant,Departures,Male,75-79 years,15
2017-11,2020-09,Long-term migrant,Departures,Female,80-84 years,14
2017-11,2020-09,Long-term migrant,Departures,Male,80-84 years,12
2017-11,2020-09,Long-term migrant,Departures,Female,85-89 years,8
2017-11,2020-09,Long-term migrant,Departures,Male,85-89 years,1
2017-11,2020-09,Long-term migrant,Departures,Female,90+ years,1
2017-11,2020-09,Long-term migrant,Departures,Male,90+ years,2
2017-11,2020-09,Long-term migrant,Net,Female,0-4 years,140
2017-11,2020-09,Long-term migrant,Net,Male,0-4 years,163
2017-11,2020-09,Long-term migrant,Net,Female,10-14 years,95
2017-11,2020-09,Long-term migrant,Net,Male,10-14 years,120
2017-11,2020-09,Long-term migrant,Net,Female,15-19 years,-87
2017-11,2020-09,Long-term migrant,Net,Male,15-19 years,-43
2017-11,2020-09,Long-term migrant,Net,Female,20-24 years,101
2017-11,2020-09,Long-term migrant,Net,Male,20-24 years,84
2017-11,2020-09,Long-term migrant,Net,Female,25-29 years,618
2017-11,2020-09,Long-term migrant,Net,Male,25-29 years,413
2017-11,2020-09,Long-term migrant,Net,Female,30-34 years,419
2017-11,2020-09,Long-term migrant,Net,Male,30-34 years,460
2017-11,2020-09,Long-term migrant,Net,Female,35-39 years,285
2017-11,2020-09,Long-term migrant,Net,Male,35-39 years,317
2017-11,2020-09,Long-term migrant,Net,Female,40-44 years,93
2017-11,2020-09,Long-term migrant,Net,Male,40-44 years,248
2017-11,2020-09,Long-term migrant,Net,Female,45-49 years,59
2017-11,2020-09,Long-term migrant,Net,Male,45-49 years,146
2017-11,2020-09,Long-term migrant,Net,Female,5-9 years,121
2017-11,2020-09,Long-term migrant,Net,Male,5-9 years,176
2017-11,2020-09,Long-term migrant,Net,Female,50-54 years,50
2017-11,2020-09,Long-term migrant,Net,Male,50-54 years,44
2017-11,2020-09,Long-term migrant,Net,Female,55-59 years,57
2017-11,2020-09,Long-term migrant,Net,Male,55-59 years,53
2017-11,2020-09,Long-term migrant,Net,Female,60-64 years,106
2017-11,2020-09,Long-term migrant,Net,Male,60-64 years,110
2017-11,2020-09,Long-term migrant,Net,Female,65-69 years,35
2017-11,2020-09,Long-term migrant,Net,Male,65-69 years,65
2017-11,2020-09,Long-term migrant,Net,Female,70-74 years,19
2017-11,2020-09,Long-term migrant,Net,Male,70-74 years,29
2017-11,2020-09,Long-term migrant,Net,Female,75-79 years,10
2017-11,2020-09,Long-term migrant,Net,Male,75-79 years,11
2017-11,2020-09,Long-term migrant,Net,Female,80-84 years,5
2017-11,2020-09,Long-term migrant,Net,Male,80-84 years,2
2017-11,2020-09,Long-term migrant,Net,Female,85-89 years,2
2017-11,2020-09,Long-term migrant,Net,Male,85-89 years,6
2017-11,2020-09,Long-term migrant,Net,Female,90+ years,2
2017-11,2020-09,Long-term migrant,Net,Male,90+ years,3
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,755
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,381
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,582
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1668
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2526
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1695
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,1026
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,670
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,467
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,550
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,341
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,318
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,358
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,219
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,104
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,57
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,33
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,17
2017-11,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,452
2017-11,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,166
2017-11,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,712
2017-11,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1483
2017-11,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1495
2017-11,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,816
2017-11,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,424
2017-11,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,329
2017-11,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,262
2017-11,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,253
2017-11,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,247
2017-11,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,208
2017-11,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,142
2017-11,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,119
2017-11,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,56
2017-11,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,36
